connectionId_x,alias,sentBeepId,timeStampStart,typed,valence,arousal,positive_all_words_lemm,positive_all_words_count_lemm,positive_unique_words_lemm,positive_unique_wordcount_lemm,positive_granularity_lemm,negative_all_words_lemm,negative_all_words_count_lemm,negative_unique_words_lemm,negative_unique_wordcount_lemm,negative_granularity_lemm,positive_emotion_all_lemma_count_Shannons,positive_emotion_unique_count_Shannons,unique positive emotion lemmas_Shannons,positive_diversity_Shannons_lem,negative_emotion_all_lemma_count_Shannons,negative_emotion_unique_count_Shannons,unique negative emotion lemmas_Shannons,negative_diversity_Shannons_lem,Segment,WC,posemo,negemo
181842,!cnxa ybfd,15183780,1697566049,0,11,-44,"['gezellig', 'goed']",2,"['gezellig', 'goed']",2,0.166919607,[],0,[],0,,2,2,"['gezellig', 'goed']",0.693147181,0,0,[],0,1,73,1.37,0
181842,!cnxa ybfd,15186099,1697569906,0,-22,-50,"['appreciëren', 'goed']",2,"['appreciëren', 'goed']",2,0.20377976,[],0,[],0,,2,2,"['appreciëren', 'goed']",0.693147181,0,0,[],0,1,111,0.9,1.8
181842,!cnxa ybfd,15197523,1697627090,0,-23,-13,['goed'],1,['goed'],1,,"['frustrerend', 'chaotisch', 'frustreren', 'frustrerend']",4,"['frustrerend', 'chaotisch', 'frustreren']",3,0.040846831,1,1,['goed'],0,4,3,"['chaotisch', 'frustreren', 'frustrerend']",1.039720771,1,152,1.97,1.32
181842,!cnxa ybfd,15201843,1697643258,0,14,-3,"['goed', 'goed']",2,['goed'],1,0.042404492,['breken'],1,['breken'],1,,2,1,['goed'],0,1,1,['breken'],0,1,97,1.03,2.06
181842,!cnxa ybfd,15204789,1697648858,0,22,-5,"['goed', 'ontspannen', 'goed', 'goed', 'goed']",5,"['goed', 'ontspannen']",2,0.042919233,[],0,[],0,,5,2,"['goed', 'ontspannen']",0.500402424,0,0,[],0,1,86,6.98,0
181842,!cnxa ybfd,15209271,1697659487,0,18,-13,"['ontspannend', 'chill']",2,"['ontspannend', 'chill']",2,0.144871661,['pijn'],1,['pijn'],1,,2,2,"['ontspannend', 'chill']",0.693147181,1,1,['pijn'],0,1,60,1.67,1.67
181842,!cnxa ybfd,15220126,1697721154,0,18,11,['oké'],1,['oké'],1,,['ambetant'],1,['ambetant'],1,,1,1,['oké'],0,1,1,['ambetant'],0,1,77,1.3,0
181842,!cnxa ybfd,15223708,1697728076,1,-9,-21,['productief'],1,['productief'],1,,[],0,[],0,,1,1,['productief'],0,0,0,[],0,1,42,2.38,2.38
181842,!cnxa ybfd,15227311,1697736455,0,-3,1,['leuk'],1,['leuk'],1,,['reserveren'],1,['reserveren'],1,,1,1,['leuk'],0,1,1,['reserveren'],0,1,90,2.22,0
181842,!cnxa ybfd,15229777,1697745411,0,-7,9,"['goesting', 'goed']",2,"['goesting', 'goed']",2,0.162313599,"['ontevreden', 'slecht']",2,"['ontevreden', 'slecht']",2,0.094182823,2,2,"['goesting', 'goed']",0.693147181,2,2,"['slecht', 'ontevreden']",0.693147181,1,106,1.89,1.89
181842,!cnxa ybfd,15240769,1697796489,0,16,13,"['oké', 'productief', 'goed', 'moed']",4,"['oké', 'productief', 'goed', 'moed']",4,0.056857656,[],0,[],0,,4,4,"['productief', 'goed', 'moed', 'oké']",1.386294361,0,0,[],0,1,81,2.47,0
181842,!cnxa ybfd,15244594,1697809525,0,-11,-16,"['zin', 'chillen', 'hopen']",3,"['zin', 'chillen', 'hopen']",3,0.110727675,"['slecht', 'ongemotiveerd']",2,"['slecht', 'ongemotiveerd']",2,0.125765633,3,3,"['zin', 'chillen', 'hopen']",1.098612289,2,2,"['slecht', 'ongemotiveerd']",0.693147181,1,103,0.97,0.97
181842,!cnxa ybfd,15247411,1697821615,0,17,8,"['leuk', 'leuk', 'fijn', 'blij', 'enthousiasme', 'fijn']",6,"['leuk', 'fijn', 'blij', 'enthousiasme']",4,0.029395784,[],0,[],0,,6,4,"['enthousiasme', 'leuk', 'fijn', 'blij']",1.329661349,0,0,[],0,1,106,3.77,0
181842,!cnxa ybfd,15250936,1697829918,0,11,-14,"['zin', 'prima', 'prima', 'oké']",4,"['zin', 'prima', 'oké']",3,0.051534509,['lastig'],1,['lastig'],1,,4,3,"['zin', 'oké', 'prima']",1.039720771,1,1,['lastig'],0,1,134,2.24,0.75
181842,!cnxa ybfd,15264700,1697886983,0,22,-45,"['wakker', 'chill']",2,"['wakker', 'chill']",2,0.177004003,[],0,[],0,,2,2,"['chill', 'wakker']",0.693147181,0,0,[],0,1,108,0,0
181842,!cnxa ybfd,15266998,1697890860,0,7,-19,"['wakker', 'wakker', 'gelukkig', 'sympathiek']",4,"['wakker', 'gelukkig', 'sympathiek']",3,0.062677654,[],0,[],0,,4,3,"['sympathiek', 'wakker', 'gelukkig']",1.039720771,0,0,[],0,1,59,1.69,0
181842,!cnxa ybfd,15272938,1697912171,1,18,23,"['fijn', 'gezellig']",2,"['fijn', 'gezellig']",2,0.090487228,[],0,[],0,,2,2,"['gezellig', 'fijn']",0.693147181,0,0,[],0,1,42,0,0
181842,!cnxa ybfd,15276577,1697923551,0,28,21,"['lief', 'sympathiek', 'prima', 'gezellig', 'rust', 'lekker', 'fijn']",7,"['lief', 'sympathiek', 'prima', 'gezellig', 'rust', 'lekker', 'fijn']",7,0.042179116,[],0,[],0,,7,7,"['rust', 'gezellig', 'sympathiek', 'fijn', 'lekker', 'prima', 'lief']",1.945910149,0,0,[],0,1,163,1.84,1.23
181842,!cnxa ybfd,15288274,1697979938,0,11,20,['hopen'],1,['hopen'],1,,[],0,[],0,,1,1,['hopen'],0,0,0,[],0,1,107,0.93,0.93
181842,!cnxa ybfd,15290824,1697985541,0,23,11,"['tof', 'benieuwd', 'rustig']",3,"['tof', 'benieuwd', 'rustig']",3,0.083194346,[],0,[],0,,3,3,"['benieuwd', 'rustig', 'tof']",1.098612289,0,0,[],0,1,74,4.05,0
181842,!cnxa ybfd,15296719,1698003749,0,15,-5,[],0,[],0,,"['verslag', 'verslag']",2,['verslag'],1,0.044617827,0,0,[],0,2,1,['verslag'],0,1,95,0,1.05
181842,!cnxa ybfd,15309007,1698056206,0,5,-39,['wakker'],1,['wakker'],1,,"['raken', 'last', 'erg', 'moe', 'pijn']",5,"['raken', 'last', 'erg', 'moe', 'pijn']",5,0.058139741,1,1,['wakker'],0,5,5,"['moe', 'last', 'raken', 'erg', 'pijn']",1.609437912,1,88,0,2.27
181842,!cnxa ybfd,15313882,1698072645,0,40,24,"['leuk', 'goed', 'blij', 'deugd', 'leuk', 'prima']",6,"['leuk', 'goed', 'blij', 'deugd', 'prima']",5,0.041133249,[],0,[],0,,6,5,"['deugd', 'goed', 'leuk', 'blij', 'prima']",1.560710409,0,0,[],0,1,104,5.77,0
181842,!cnxa ybfd,15318241,1698092348,0,23,23,"['goed', 'geluk', 'lekker', 'goed', 'ontspannen', 'zeker']",6,"['goed', 'geluk', 'lekker', 'ontspannen', 'zeker']",5,0.079161389,"['shockeren', 'lastig']",2,"['shockeren', 'lastig']",2,0.124560777,6,5,"['goed', 'zeker', 'lekker', 'ontspannen', 'geluk']",1.560710409,2,2,"['lastig', 'shockeren']",0.693147181,1,278,3.6,1.08
181842,!cnxa ybfd,15323341,1698094008,0,22,23,['ontspannen'],1,['ontspannen'],1,,[],0,[],0,,1,1,['ontspannen'],0,0,0,[],0,1,119,1.68,0
181842,!cnxa ybfd,15331939,1698143995,1,22,21,"['goed', 'goed', 'productief']",3,"['goed', 'productief']",2,0.070251322,[],0,[],0,,3,2,"['productief', 'goed']",0.636514168,0,0,[],0,1,39,2.56,0
181842,!cnxa ybfd,15336856,1698156375,0,35,30,"['lekker', 'goed']",2,"['lekker', 'goed']",2,0.102871729,[],0,[],0,,2,2,"['goed', 'lekker']",0.693147181,0,0,[],0,1,75,1.33,0
181842,!cnxa ybfd,15341974,1698174032,0,22,17,"['leuk', 'tof', 'gezellig', 'tof', 'leuk']",5,"['leuk', 'tof', 'gezellig']",3,0.029645674,[],0,[],0,,5,3,"['gezellig', 'leuk', 'tof']",1.054920168,0,0,[],0,1,79,2.53,0
181842,!cnxa ybfd,15357886,1698241213,0,26,14,"['oké', 'gezellig']",2,"['oké', 'gezellig']",2,0.0590328,[],0,[],0,,2,2,"['gezellig', 'oké']",0.693147181,0,0,[],0,1,103,0.97,0.97
181842,!cnxa ybfd,15362797,1698242822,0,23,17,"['uit_rusten', 'leuk', 'aangenaam', 'leuk', 'goed']",5,"['uit_rusten', 'leuk', 'aangenaam', 'goed']",4,0.056003174,['stress'],1,['stress'],1,,5,4,"['uit_rusten', 'goed', 'aangenaam', 'leuk']",1.33217904,1,1,['stress'],0,1,108,2.78,0.93
181842,!cnxa ybfd,15368461,1698258098,0,25,30,"['lekker', 'blij', 'goed', 'energiek', 'fijn']",5,"['lekker', 'blij', 'goed', 'energiek', 'fijn']",5,0.040136422,[],0,[],0,,5,5,"['energiek', 'goed', 'fijn', 'blij', 'lekker']",1.609437912,0,0,[],0,1,76,6.58,1.32
181842,!cnxa ybfd,15371185,1698266145,0,18,13,"['leuk', 'lief']",2,"['leuk', 'lief']",2,0.09062544,"['moe', 'moe']",2,['moe'],1,0.05129884,2,2,"['leuk', 'lief']",0.693147181,2,1,['moe'],0,1,77,5.19,0
181842,!cnxa ybfd,15383431,1698316451,0,7,-8,"['leuk', 'ça_va', 'oké']",3,"['leuk', 'ça_va', 'oké']",3,0.106315239,['moe'],1,['moe'],1,,3,3,"['leuk', 'oké', 'ça_va']",1.098612289,1,1,['moe'],0,1,142,2.11,0
181842,!cnxa ybfd,15389659,1698339374,0,12,-25,"['leuk', 'leuk']",2,['leuk'],1,0.035852112,"['vermoeiend', 'moe']",2,"['vermoeiend', 'moe']",2,0.0680798,2,1,['leuk'],0,2,2,"['vermoeiend', 'moe']",0.693147181,1,80,2.5,0
181842,!cnxa ybfd,15396151,1698343788,0,-4,-23,"['fijn', 'hyper', 'hopen', 'rustig', 'rustig']",5,"['fijn', 'hyper', 'hopen', 'rustig']",4,0.045893933,[],0,[],0,,5,4,"['hyper', 'rustig', 'fijn', 'hopen']",1.33217904,0,0,[],0,1,85,3.53,0
181842,!cnxa ybfd,15400411,1698352235,0,27,10,"['leuk', 'goed', 'leuk', 'goed', 'rust', 'gezellig']",6,"['leuk', 'goed', 'rust', 'gezellig']",4,0.037056717,[],0,[],0,,6,4,"['rust', 'gezellig', 'goed', 'leuk']",1.329661349,0,0,[],0,1,72,5.56,0
181842,!cnxa ybfd,15411622,1698407426,0,24,21,"['gezellig', 'fijn', 'enthousiast', 'spannend', 'benieuwd']",5,"['gezellig', 'fijn', 'enthousiast', 'spannend', 'benieuwd']",5,0.033759908,"['moe', 'schrik', 'griezelig']",3,"['moe', 'schrik', 'griezelig']",3,0.063589454,5,5,"['enthousiast', 'benieuwd', 'gezellig', 'spannend', 'fijn']",1.609437912,3,3,"['moe', 'schrik', 'griezelig']",1.098612289,1,102,2.94,0
181842,!cnxa ybfd,15416611,1698410365,0,15,13,['goed'],1,['goed'],1,,[],0,[],0,,1,1,['goed'],0,0,0,[],0,1,66,1.52,0
181842,!cnxa ybfd,15424249,1698429789,0,21,-29,"['enthousiast', 'enthousiasme', 'leuk', 'leuk', 'enthousiasme']",5,"['enthousiast', 'enthousiasme', 'leuk']",3,0.030988273,[],0,[],0,,5,3,"['enthousiast', 'enthousiasme', 'leuk']",1.054920168,0,0,[],0,1,86,6.98,0
181842,!cnxa ybfd,15426898,1698435245,0,-17,-44,['lief'],1,['lief'],1,,['moe'],1,['moe'],1,,1,1,['lief'],0,1,1,['moe'],0,1,113,1.77,0.88
181842,!cnxa ybfd,15438877,1698488048,0,10,-31,"['fijn', 'goed', 'leuk', 'leuk']",4,"['fijn', 'goed', 'leuk']",3,0.041313554,"['moe', 'moe']",2,['moe'],1,0.021789933,4,3,"['goed', 'leuk', 'fijn']",1.039720771,2,1,['moe'],0,1,85,2.35,1.18
181842,!cnxa ybfd,15442867,1698495627,0,14,-29,[],0,[],0,,[],0,[],0,,0,0,[],0,0,0,[],0,1,77,1.3,0
181842,!cnxa ybfd,15450517,1698515574,0,19,16,"['goed', 'ontspannen', 'fijn', 'goed', 'positief']",5,"['goed', 'ontspannen', 'fijn', 'positief']",4,0.039314417,[],0,[],0,,5,4,"['goed', 'positief', 'fijn', 'ontspannen']",1.33217904,0,0,[],0,1,123,4.07,0
181842,!cnxa ybfd,15456289,1698526179,0,11,11,"['ontspanning', 'zin']",2,"['ontspanning', 'zin']",2,0.125056789,[],0,[],0,,2,2,"['zin', 'ontspanning']",0.693147181,0,0,[],0,1,39,7.69,0
181842,!cnxa ybfd,15466855,1698576014,0,17,-23,"['gezellig', 'leuk', 'wakker', 'leuk']",4,"['gezellig', 'leuk', 'wakker']",3,0.044374226,['moe'],1,['moe'],1,,4,3,"['gezellig', 'leuk', 'wakker']",1.039720771,1,1,['moe'],0,1,94,1.06,1.06
181842,!cnxa ybfd,15471145,1698585445,0,25,12,"['leuk', 'goed', 'gezellig', 'goed']",4,"['leuk', 'goed', 'gezellig']",3,0.036256692,[],0,[],0,,4,3,"['gezellig', 'goed', 'leuk']",1.039720771,0,0,[],0,1,86,3.49,2.33
181842,!cnxa ybfd,15475474,1698599039,0,29,8,"['goed', 'op_pompen', 'goed', 'goed']",4,"['goed', 'op_pompen']",2,0.048969357,"['onverwacht', 'af_wachten']",2,"['onverwacht', 'af_wachten']",2,0.127374795,4,2,"['goed', 'op_pompen']",0.562335145,2,2,"['onverwacht', 'af_wachten']",0.693147181,1,105,3.81,1.9
181842,!cnxa ybfd,15479884,1698609984,0,9,-32,"['normaal', 'leuk']",2,"['normaal', 'leuk']",2,0.126878509,['moe'],1,['moe'],1,,2,2,"['leuk', 'normaal']",0.693147181,1,1,['moe'],0,1,119,1.68,0
181842,!cnxa ybfd,15495886,1698669090,0,-10,-34,"['goed', 'vrij', 'rust', 'zeker']",4,"['goed', 'vrij', 'rust', 'zeker']",4,0.064962018,"['moe', 'boos', 'erg', 'last', 'last', 'erg', 'overdrijven']",7,"['moe', 'boos', 'erg', 'last', 'overdrijven']",5,0.03485421,4,4,"['rust', 'goed', 'vrij', 'zeker']",1.386294361,7,5,"['moe', 'overdrijven', 'last', 'boos', 'erg']",1.549826046,1,209,1.44,1.91
181842,!cnxa ybfd,15503743,1698688471,0,15,-33,"['goed', 'goed', 'ontspannen', 'goed']",4,"['goed', 'ontspannen']",2,0.045379639,[],0,[],0,,4,2,"['goed', 'ontspannen']",0.562335145,0,0,[],0,1,78,5.13,0
181842,!cnxa ybfd,15513097,1698700540,0,13,-45,['spannend'],1,['spannend'],1,,[],0,[],0,,1,1,['spannend'],0,0,0,[],0,1,124,0.81,0
181842,!cnxa ybfd,15525472,1698754900,0,14,13,"['benieuwd', 'hopen', 'goed']",3,"['benieuwd', 'hopen', 'goed']",3,0.061072682,[],0,[],0,,3,3,"['benieuwd', 'goed', 'hopen']",1.098612289,0,0,[],0,1,90,6.67,0
181842,!cnxa ybfd,15528619,1698757734,0,27,-10,"['benieuwd', 'veelbelovend', 'hopen', 'goed', 'wakker']",5,"['benieuwd', 'veelbelovend', 'hopen', 'goed', 'wakker']",5,0.040844302,"['passief', 'hangerig']",2,"['passief', 'hangerig']",2,0.139391551,5,5,"['benieuwd', 'goed', 'wakker', 'hopen', 'veelbelovend']",1.609437912,2,2,"['hangerig', 'passief']",0.693147181,1,86,5.81,0
181842,!cnxa ybfd,15537862,1698776538,0,20,22,"['leuk', 'gezellig', 'ontspannen', 'zeker']",4,"['leuk', 'gezellig', 'ontspannen', 'zeker']",4,0.056009775,[],0,[],0,,4,4,"['gezellig', 'leuk', 'zeker', 'ontspannen']",1.386294361,0,0,[],0,1,84,5.95,0
181842,!cnxa ybfd,15543184,1698782378,0,17,-24,"['goed', 'oké']",2,"['goed', 'oké']",2,0.107004583,['moe'],1,['moe'],1,,2,2,"['goed', 'oké']",0.693147181,1,1,['moe'],0,1,101,1.98,0
181842,!cnxa ybfd,15554596,1698829695,0,25,-21,"['wakker', 'wakker', 'wakker', 'gezellig', 'vriendelijk', 'leuk', 'gezellig']",7,"['wakker', 'gezellig', 'vriendelijk', 'leuk']",4,0.037417677,"['moe', 'bang']",2,"['moe', 'bang']",2,0.102097249,7,4,"['gezellig', 'leuk', 'wakker', 'vriendelijk']",1.277034259,2,2,"['moe', 'bang']",0.693147181,1,173,1.16,0.58
181842,!cnxa ybfd,15561514,1698844525,0,24,-31,"['leuk', 'leuk', 'vrolijk']",3,"['leuk', 'vrolijk']",2,0.06069361,[],0,[],0,,3,2,"['leuk', 'vrolijk']",0.636514168,0,0,[],0,1,115,0.87,0
181842,!cnxa ybfd,15566890,1698856120,0,9,-37,"['deugd', 'zeker']",2,"['deugd', 'zeker']",2,0.171874928,"['moe', 'suf', 'moe']",3,"['moe', 'suf']",2,0.068273977,2,2,"['deugd', 'zeker']",0.693147181,3,2,"['moe', 'suf']",0.636514168,1,137,2.19,1.46
181842,!cnxa ybfd,15578545,1698871203,0,7,-32,['ça_va'],1,['ça_va'],1,,['vermoeidheid'],1,['vermoeidheid'],1,,1,1,['ça_va'],0,1,1,['vermoeidheid'],0,1,54,1.85,3.7
181842,!cnxa ybfd,15588364,1698921883,0,8,5,[],0,[],0,,"['slecht', 'spannen']",2,"['slecht', 'spannen']",2,0.102303461,0,0,[],0,2,2,"['slecht', 'spannen']",0.693147181,1,103,0.97,1.94
181842,!cnxa ybfd,15595714,1698935400,0,-9,-20,['productief'],1,['productief'],1,,['saai'],1,['saai'],1,,1,1,['productief'],0,1,1,['saai'],0,1,79,1.27,0
181842,!cnxa ybfd,15600031,1698942146,0,7,-23,"['productief', 'deugd']",2,"['productief', 'deugd']",2,0.116036661,"['onproductief', 'sluiten']",2,"['onproductief', 'sluiten']",2,0.127924911,2,2,"['deugd', 'productief']",0.693147181,2,2,"['sluiten', 'onproductief']",0.693147181,1,81,1.23,1.23
181842,!cnxa ybfd,15608899,1698957025,0,12,6,"['comfort', 'goesting', 'goed', 'lekker']",4,"['comfort', 'goesting', 'goed', 'lekker']",4,0.068999074,"['honger', 'knagen']",2,"['honger', 'knagen']",2,0.127160852,4,4,"['goesting', 'goed', 'comfort', 'lekker']",1.386294361,2,2,"['honger', 'knagen']",0.693147181,1,105,3.81,0.95
181842,!cnxa ybfd,15620668,1699008047,0,28,18,"['wakker', 'goed', 'heerlijk', 'vrij']",4,"['wakker', 'goed', 'heerlijk', 'vrij']",4,0.064645638,[],0,[],0,,4,4,"['heerlijk', 'goed', 'vrij', 'wakker']",1.386294361,0,0,[],0,1,107,3.74,0
181842,!cnxa ybfd,15620668,1699016783,0,15,15,['ontspanning'],1,['ontspanning'],1,,[],0,[],0,,1,1,['ontspanning'],0,0,0,[],0,1,41,2.44,0
181842,!cnxa ybfd,15630145,1699030612,0,24,13,"['leuk', 'vrijheid', 'zin', 'vrijheid']",4,"['leuk', 'vrijheid', 'zin']",3,0.057637112,"['twijfelen', 'twijfel']",2,"['twijfelen', 'twijfel']",2,0.064107806,4,3,"['zin', 'leuk', 'vrijheid']",1.039720771,2,2,"['twijfelen', 'twijfel']",0.693147181,1,118,5.93,0.85
181842,!cnxa ybfd,15638452,1699045910,0,19,8,"['oké', 'gezellig', 'chill', 'hopen', 'goed', 'prima']",6,"['oké', 'gezellig', 'chill', 'hopen', 'goed', 'prima']",6,0.0347888,[],0,[],0,,6,6,"['gezellig', 'goed', 'chill', 'oké', 'hopen', 'prima']",1.791759469,0,0,[],0,1,82,3.66,0
181842,!cnxa ybfd,15651994,1699097903,0,18,-13,"['attractie', 'goed', 'wakker', 'leuk', 'leuk', 'enthousiast', 'leuk']",7,"['attractie', 'goed', 'wakker', 'leuk', 'enthousiast']",5,0.034097432,"['raken', 'moe']",2,"['raken', 'moe']",2,0.124527927,7,5,"['enthousiast', 'goed', 'leuk', 'attractie', 'wakker']",1.475076311,2,2,"['moe', 'raken']",0.693147181,1,201,3.48,0
181842,!cnxa ybfd,15655024,1699107340,0,8,-16,"['attractie', 'leuk', 'aangenaam']",3,"['attractie', 'leuk', 'aangenaam']",3,0.052910322,['groggy'],1,['groggy'],1,,3,3,"['aangenaam', 'leuk', 'attractie']",1.098612289,1,1,['groggy'],0,1,93,5.38,2.15
181842,!cnxa ybfd,15663685,1699118915,0,9,-28,"['wakker', 'enthousiast', 'enthousiast']",3,"['wakker', 'enthousiast']",2,0.03940511,"['moe', 'vermoeidheid']",2,"['moe', 'vermoeidheid']",2,0.118742802,3,2,"['enthousiast', 'wakker']",0.636514168,2,2,"['moe', 'vermoeidheid']",0.693147181,1,109,1.83,0.92
181842,!cnxa ybfd,15669025,1699129562,0,20,-26,"['lief', 'fijn', 'rust', 'goed']",4,"['lief', 'fijn', 'rust', 'goed']",4,0.059975631,['moe'],1,['moe'],1,,4,4,"['rust', 'goed', 'fijn', 'lief']",1.386294361,1,1,['moe'],0,1,130,2.31,0
181842,!cnxa ybfd,15682024,1699180161,0,15,16,"['goed', 'aangenaam', 'leuk']",3,"['goed', 'aangenaam', 'leuk']",3,0.055519953,[],0,[],0,,3,3,"['goed', 'aangenaam', 'leuk']",1.098612289,0,0,[],0,1,90,7.78,0
181842,!cnxa ybfd,15686071,1699190868,1,-17,-13,"['vertrouwen', 'moeien']",2,"['vertrouwen', 'moeien']",2,0.153240114,"['boos', 'boos', 'slecht_gezind']",3,"['boos', 'slecht_gezind']",2,0.064593268,2,2,"['vertrouwen', 'moeien']",0.693147181,3,2,"['slecht_gezind', 'boos']",0.636514168,1,74,1.35,5.41
181842,!cnxa ybfd,15691441,1699204224,0,9,-7,"['leuk', 'oké', 'leuk', 'oké', 'oké', 'goed']",6,"['leuk', 'oké', 'goed']",3,0.033238462,"['last', 'bad']",2,"['last', 'bad']",2,0.159817072,6,3,"['goed', 'leuk', 'oké']",1.011404265,2,2,"['bad', 'last']",0.693147181,1,274,2.55,0.36
181842,!cnxa ybfd,15697633,1699214246,0,4,-29,"['goesting', 'goed', 'zeker', 'rust']",4,"['goesting', 'goed', 'zeker', 'rust']",4,0.091147057,[],0,[],0,,4,4,"['rust', 'goesting', 'goed', 'zeker']",1.386294361,0,0,[],0,1,70,7.14,0
181842,!cnxa ybfd,15711187,1699267642,1,5,-17,"['goed', 'productief', 'wakker', 'goed', 'productief']",5,"['goed', 'productief', 'wakker']",3,0.051016439,"['slecht', 'vermoeidheid', 'vermoeidheid', 'moe', 'af_leiden']",5,"['slecht', 'vermoeidheid', 'moe', 'af_leiden']",4,0.048616562,5,3,"['productief', 'goed', 'wakker']",1.054920168,5,4,"['slecht', 'moe', 'vermoeidheid', 'af_leiden']",1.33217904,1,71,2.82,2.82
181842,!cnxa ybfd,15717457,1699276143,0,17,-24,"['oké', 'heerlijk', 'lekker', 'warm', 'enthousiast', 'fijn', 'oké']",7,"['oké', 'heerlijk', 'lekker', 'warm', 'enthousiast', 'fijn']",6,0.034481018,"['kapot', 'honger', 'moe']",3,"['kapot', 'honger', 'moe']",3,0.055423593,7,6,"['enthousiast', 'heerlijk', 'fijn', 'warm', 'lekker', 'oké']",1.747868097,3,3,"['moe', 'kapot', 'honger']",1.098612289,1,185,4.32,0
181842,!cnxa ybfd,15723955,1699287150,0,-38,12,['goed'],1,['goed'],1,,"['falen', 'afleiding']",2,"['falen', 'afleiding']",2,0.097001818,1,1,['goed'],0,2,2,"['falen', 'afleiding']",0.693147181,1,100,1,3
181842,!cnxa ybfd,15732811,1699299986,0,-17,-15,"['goed', 'fijn', 'zeker', 'leuk']",4,"['goed', 'fijn', 'zeker', 'leuk']",4,0.056904331,['emotioneel'],1,['emotioneel'],1,,4,4,"['goed', 'leuk', 'fijn', 'zeker']",1.386294361,1,1,['emotioneel'],0,1,98,3.06,1.02
181842,!cnxa ybfd,15747453,1699351806,0,3,8,"['wakker', 'wakker', 'oké', 'leuk', 'leuk', 'leuk', 'fijn', 'oké']",8,"['wakker', 'oké', 'leuk', 'fijn']",4,0.027132138,"['gruwelijk', 'achter_laten', 'achter_laten', 'vreselijk', 'erg']",5,"['gruwelijk', 'achter_laten', 'vreselijk', 'erg']",4,0.080178064,8,4,"['leuk', 'fijn', 'wakker', 'oké']",1.320888343,5,4,"['gruwelijk', 'vreselijk', 'achter_laten', 'erg']",1.33217904,1,232,2.16,0.86
181842,!cnxa ybfd,15751719,1699360292,0,16,10,"['grappig', 'vriendelijk', 'goed']",3,"['grappig', 'vriendelijk', 'goed']",3,0.063690839,['haten'],1,['haten'],1,,3,3,"['goed', 'grappig', 'vriendelijk']",1.098612289,1,1,['haten'],0,1,104,2.88,0.96
181842,!cnxa ybfd,15761697,1699375519,0,-10,-17,"['fijn', 'ontspannen', 'gemak']",3,"['fijn', 'ontspannen', 'gemak']",3,0.078009444,[],0,[],0,,3,3,"['gemak', 'fijn', 'ontspannen']",1.098612289,0,0,[],0,1,79,1.27,0
181842,!cnxa ybfd,15774663,1699390623,0,-26,-34,"['goed', 'goed', 'blij', 'leuk', 'blij']",5,"['goed', 'blij', 'leuk']",3,0.038239918,['moe'],1,['moe'],1,,5,3,"['goed', 'leuk', 'blij']",1.054920168,1,1,['moe'],0,1,113,4.42,1.77
181842,!cnxa ybfd,15788079,1699438275,0,-15,-28,"['wakker', 'wakker']",2,['wakker'],1,0.029083384,['beu'],1,['beu'],1,,2,1,['wakker'],0,1,1,['beu'],0,1,226,2.21,0
181842,!cnxa ybfd,15794220,1699455980,0,-11,-19,"['goed', 'zin', 'normaal', 'gelukkig', 'ontspannend', 'oké', 'oké']",7,"['goed', 'zin', 'normaal', 'gelukkig', 'ontspannend', 'oké']",6,0.054194708,[],0,[],0,,7,6,"['zin', 'goed', 'ontspannend', 'normaal', 'oké', 'gelukkig']",1.747868097,0,0,[],0,1,160,5,1.25
181842,!cnxa ybfd,15802134,1699460562,0,5,-22,"['uit_rusten', 'rustig', 'oké']",3,"['uit_rusten', 'rustig', 'oké']",3,0.08961872,['moe'],1,['moe'],1,,3,3,"['uit_rusten', 'rustig', 'oké']",1.098612289,1,1,['moe'],0,1,61,6.56,0
181842,!cnxa ybfd,15814407,1699487289,0,10,8,"['lekker', 'goed', 'goed', 'ça_va', 'bon', 'leuk', 'rust', 'wakker']",8,"['lekker', 'goed', 'ça_va', 'bon', 'leuk', 'rust', 'wakker']",7,0.03196072,"['moe', 'pittig']",2,"['moe', 'pittig']",2,0.087969471,8,7,"['rust', 'goed', 'leuk', 'wakker', 'lekker', 'ça_va', 'bon']",1.906154747,2,2,"['pittig', 'moe']",0.693147181,1,186,1.08,0.54
181842,!cnxa ybfd,15828747,1699530435,1,,-10,[],0,[],0,,"['frustreren', 'nutteloos', 'kapot', 'moe', 'verdrietig', 'droevig']",6,"['frustreren', 'nutteloos', 'kapot', 'moe', 'verdrietig', 'droevig']",6,0.043684363,0,0,[],0,6,6,"['moe', 'kapot', 'droevig', 'verdrietig', 'nutteloos', 'frustreren']",1.791759469,1,84,2.38,5.95
181842,!cnxa ybfd,15835524,1699542287,1,-9,-35,"['productief', 'blij']",2,"['productief', 'blij']",2,0.176176012,"['moe', 'missen']",2,"['moe', 'missen']",2,0.102431896,2,2,"['productief', 'blij']",0.693147181,2,2,"['moe', 'missen']",0.693147181,1,47,2.13,0
181842,!cnxa ybfd,15838701,1699549594,0,-3,-31,"['productief', 'oké', 'hopen', 'oké', 'oké']",5,"['productief', 'oké', 'hopen']",3,0.057507782,['erg'],1,['erg'],1,,5,3,"['productief', 'oké', 'hopen']",0.950270539,1,1,['erg'],0,1,89,4.49,1.12
